4;2;2;0;1;455;0;LR6 Energizer Base FSB4;24;0;0;0;0;1.560000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;7638900246599;;638378;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;51.840000;43.200000;2.160000;1.800000;0.000000;0.000000;1.000000;1.560000;0.00;0.00;energizer;Energizer Base;152000002;;2015-03-20 08:50:42;;Kmetik s.r.o.;Konská;01313;Konská 375;Kmetik s.r.o. ,   , Konská 375 , 01313 Konská (IČO: 47529270 );47529270;0905 179 004;kmetik@gmail.com;Lučan
5;2;2;0;1;457;0;LR03 Energizer Base FSB4;12;0;0;0;0;1.560000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;7638900247893;;637465;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;25.920000;21.600000;2.160000;1.800000;0.000000;0.000000;1.000000;1.560000;0.00;0.00;energizer;Energizer Base;152000002;;2015-03-20 08:50:42;;Kmetik s.r.o.;Konská;01313;Konská 375;Kmetik s.r.o. ,   , Konská 375 , 01313 Konská (IČO: 47529270 );47529270;0905 179 004;kmetik@gmail.com;Lučan
6;3;3;0;1;900;0;VT-004 LED trubica 120cm 4000K;50;50;0;0;0;9.600000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;8588005546607;;;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;576.000000;480.000000;11.520000;9.600000;0.000000;0.000000;7.780000;9.600000;0.00;0.00;;-;152000003;;2015-03-20 09:09:38;Veľkoobchod;Medeia, s.r.o.;Žilina;01004;K Cintorínu 51;Medeia, s.r.o. ,   , K Cintorínu 51 , 01004 Žilina (IČO: 31561284 );31561284;0907 817471;media@gmail.com;Lučan
7;4;4;0;1;627;0;Energizer Base Mikrotužka PROMO 3+1;48;0;0;0;0;1.030000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;7638900302097;;637526;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;69.120000;57.600000;1.440000;1.200000;0.000000;0.000000;0.750000;1.030000;0.00;0.00;energizer;PROMO PACK;152000004;;2015-03-20 10:29:51;;Pavol Svrček UNI - JAS;Rosina;01322;Rosina 358;Pavol Svrček UNI - JAS ,   , Rosina 358 , 01322 Rosina (IČO: 30478774 );30478774;0903 358039;svrcek@gmail.com;Lučan
8;4;4;0;1;628;0;Energizer Base Tužka PROMO 3+1;72;0;0;0;0;1.170000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;7638900302103;;638380;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;103.680000;86.400000;1.440000;1.200000;0.000000;0.000000;0.750000;1.170000;0.00;0.00;energizer;PROMO PACK;152000004;;2015-03-20 10:29:51;;Pavol Svrček UNI - JAS;Rosina;01322;Rosina 358;Pavol Svrček UNI - JAS ,   , Rosina 358 , 01322 Rosina (IČO: 30478774 );30478774;0903 358039;svrcek@gmail.com;Lučan
9;4;4;0;1;629;0;Energizer Ultra+ Mikrotužka PROMO 4+2;36;0;0;0;0;1.660000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;7638900302776;;639065;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;90.720000;75.600000;2.520000;2.100000;0.000000;0.000000;1.350000;1.660000;0.00;0.00;energizer;PROMO PACK;152000004;;2015-03-20 10:29:51;;Pavol Svrček UNI - JAS;Rosina;01322;Rosina 358;Pavol Svrček UNI - JAS ,   , Rosina 358 , 01322 Rosina (IČO: 30478774 );30478774;0903 358039;svrcek@gmail.com;Lučan
10;4;4;0;1;630;0;Energizer Ultra+ Tužka PROMO 4+2;36;0;0;0;0;1.840000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;7638900203127;;637536;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;90.720000;75.600000;2.520000;2.100000;0.000000;0.000000;1.350000;1.840000;0.00;0.00;energizer;PROMO PACK;152000004;;2015-03-20 10:29:51;;Pavol Svrček UNI - JAS;Rosina;01322;Rosina 358;Pavol Svrček UNI - JAS ,   , Rosina 358 , 01322 Rosina (IČO: 30478774 );30478774;0903 358039;svrcek@gmail.com;Lučan
11;5;5;0;1;734;0;OSRAM NAV-T 70W SUPER 4Y E27 12X1		;24;0;0;0;0;7.150000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;4050300015736;;;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;234.720000;195.600000;9.780000;8.150000;0.000000;0.000000;0.000000;7.150000;0.00;0.00;Home;Osram;152000005;;2015-03-20 11:29:45;;Dušan Vaňovec - Elektro - komp;Krasno nad Kysucou;02302;Krasno nad Kysucou 1380;Dušan Vaňovec - Elektro - komp ,   , Krasno nad Kysucou 1380 , 02302 Krasno nad Kysucou (IČO: 41828631 );41828631;0907526007;vanovec@gmail.com;Lučan
12;5;5;0;1;735;0;OSRAM NAV-T 150W SUPER 4Y E40 12X1		;17;0;0;0;0;8.720000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;4050300024400;;;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;198.220000;165.240000;11.660000;9.720000;0.000000;0.000000;0.000000;8.720000;0.00;0.00;Home;Osram;152000005;;2015-03-20 11:29:45;;Dušan Vaňovec - Elektro - komp;Krasno nad Kysucou;02302;Krasno nad Kysucou 1380;Dušan Vaňovec - Elektro - komp ,   , Krasno nad Kysucou 1380 , 02302 Krasno nad Kysucou (IČO: 41828631 );41828631;0907526007;vanovec@gmail.com;Lučan
13;6;6;0;1;586;0;DEB;20;0;0;0;0;0.710000;0.00;0.000000;0.000000;0.000000;0.00;0.000000;5010189100038;;7000112ZX;;0.000000;0;;0.000;0.000000;0.000;0;;0;0000-00-00 00:00:00;17.040000;14.200000;0.852000;0.710000;0.000000;0.000000;0.510000;0.710000;0.00;0.00;Wilkinson;Wilkinson pánské systémy ;152000006;;2015-04-10 10:33:46;Potraviny;Renáta Hrušková R&R;Tornaľa;98201;Mierová 209/114;Renáta Hrušková R&R ,   , Mierová 209/114 , 98201 Tornaľa (IČO: 34853308 );34853308;0;hruskova@gmail.com;Lučan
